,id,title,uri,tempo,time_sig,key_of,open_key,danceability,acousticness,artist.id,artist.name,artist.uri,artist.genres,artist.from,artist.mbid,album.title,album.uri,album.year,Nartist,Ntitle
0,gLmkR6,Back in Black,https://getsongbpm.com/song/back-in-black/gLmkR6,92.0,4/4,A,4d,31.0,2.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Back in Black,https://getsongbpm.com/album/back-in-black/wpNQr,1980.0,AC/DC,Back in Black
1,,,,,,,,,,,,,,,,,,,AC/DC,Demon Fire
2,02qWV,Dirty Deeds Done Dirt Cheap,https://getsongbpm.com/song/dirty-deeds-done-dirt-cheap/02qWV,136.0,4/4,Em,2m,67.0,22.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Dirty Deeds Done Dirt Cheap,https://getsongbpm.com/album/dirty-deeds-done-dirt-cheap/gJkPZ,1976.0,AC/DC,Dirty Deeds Done Dirt Cheap
3,Z8PpJ,For Those About to Rock (We Salute You),https://getsongbpm.com/song/for-those-about-to-rock-we-salute-you/Z8PpJ,133.0,4/4,E,5d,38.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,For Those About to Rock (We Salute You),https://getsongbpm.com/album/for-those-about-to-rock-we-salute-you/xPo3,1981.0,AC/DC,For Those About to Rock (We Salute You)
4,kZqoYX,Have a Drink on Me,https://getsongbpm.com/song/have-a-drink-on-me/kZqoYX,123.0,4/4,D,3d,43.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Back in Black,https://getsongbpm.com/album/back-in-black/wpNQr,1980.0,AC/DC,Have a Drink on Me
5,wAOX8,Hell Ain't a Bad Place to Be,https://getsongbpm.com/song/hell-ain-t-a-bad-place-to-be/wAOX8,129.0,4/4,A,4d,61.0,19.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Let There Be Rock,https://getsongbpm.com/album/let-there-be-rock/OYo5G,1977.0,AC/DC,Hell Ain't a Bad Place to Be
6,pQyz42,Hells Bells,https://getsongbpm.com/song/hells-bells/pQyz42,108.0,4/4,A,4d,39.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Back in Black,https://getsongbpm.com/album/back-in-black/wpNQr,1980.0,AC/DC,Hells Bells
7,M1krQ,High Voltage,https://getsongbpm.com/song/high-voltage/M1krQ,136.0,4/4,A,4d,57.0,3.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,High Voltage,https://getsongbpm.com/album/high-voltage/PG3Ew,1976.0,AC/DC,High Voltage
8,983pB,Highway to Hell,https://getsongbpm.com/song/highway-to-hell/983pB,117.0,4/4,,,58.0,6.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Highway to Hell,https://getsongbpm.com/album/highway-to-hell/RKxY,1979.0,AC/DC,Highway to Hell
9,nZGYW,If You Want Blood (You've Got It),https://getsongbpm.com/song/if-you-want-blood-you-ve-got-it/nZGYW,144.0,4/4,A,4d,49.0,3.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Highway to Hell,https://getsongbpm.com/album/highway-to-hell/RKxY,1979.0,AC/DC,If You Want Blood (You've Got It)
10,,,,,,,,,,,,,,,,,,,AC/DC,Intro
11,pqENV,Let There Be Rock,https://getsongbpm.com/song/let-there-be-rock/pqENV,185.0,4/4,Bm,3m,50.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Let There Be Rock,https://getsongbpm.com/album/let-there-be-rock/OYo5G,1977.0,AC/DC,Let There Be Rock
12,r8zk6,Riff Raff,https://getsongbpm.com/song/riff-raff/r8zk6,185.0,4/4,A,4d,18.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Powerage,https://getsongbpm.com/album/powerage/Rgr9V,1978.0,AC/DC,Riff Raff
13,wpoOQM,Rock 'n' Roll Train,https://getsongbpm.com/song/rock-n-roll-train/wpoOQM,118.0,4/4,D,3d,55.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Black Ice,https://getsongbpm.com/album/black-ice/19J40,2008.0,AC/DC,Rock 'n' Roll Train
14,qYz2g2,Shoot to Thrill,https://getsongbpm.com/song/shoot-to-thrill/qYz2g2,144.0,4/4,D,3d,46.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Back in Black,https://getsongbpm.com/album/back-in-black/wpNQr,1980.0,AC/DC,Shoot to Thrill
15,lO8vg,Shot Down in Flames,https://getsongbpm.com/song/shot-down-in-flames/lO8vg,129.0,4/4,G,2d,54.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Highway to Hell,https://getsongbpm.com/album/highway-to-hell/RKxY,1979.0,AC/DC,Shot Down in Flames
16,,,,,,,,,,,,,,,,,,,AC/DC,Shot in the Dark
17,vlE2r,Sin City,https://getsongbpm.com/song/sin-city/vlE2r,129.0,4/4,A,4d,55.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Powerage,https://getsongbpm.com/album/powerage/Rgr9V,1978.0,AC/DC,Sin City
18,xkRrP,Stiff Upper Lip,https://getsongbpm.com/song/stiff-upper-lip/xkRrP,123.0,4/4,G,2d,59.0,4.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Stiff Upper Lip,https://getsongbpm.com/album/stiff-upper-lip/LgO3X,2000.0,AC/DC,Stiff Upper Lip
19,G810y,T.N.T.,https://getsongbpm.com/song/tpointnpointtpoint/G810y,129.0,4/4,A,4d,76.0,16.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,High Voltage,https://getsongbpm.com/album/high-voltage/PG3Ew,1976.0,AC/DC,T.N.T.
20,xGMl9,Thunderstruck,https://getsongbpm.com/song/thunderstruck/xGMl9,136.0,4/4,E,5d,51.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,The Razors Edge,https://getsongbpm.com/album/the-razors-edge/D2RY,1990.0,AC/DC,Thunderstruck
21,xBPYB,Whole Lotta Rosie,https://getsongbpm.com/song/whole-lotta-rosie/xBPYB,161.0,4/4,A,4d,29.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Let There Be Rock,https://getsongbpm.com/album/let-there-be-rock/OYo5G,1977.0,AC/DC,Whole Lotta Rosie
22,jqpnX5,You Shook Me All Night Long,https://getsongbpm.com/song/you-shook-me-all-night-long/jqpnX5,128.0,4/4,G,2d,53.0,1.0,qB3,AC/DC,https://getsongbpm.com/artist/ac-dc/qB3,"['heavy metal', 'rock']",AU,66c662b6-6e2f-4930-8610-912e24c63ed1,Back in Black,https://getsongbpm.com/album/back-in-black/wpNQr,1980.0,AC/DC,You Shook Me All Night Long
23,gLPw7G,Adam's Apple,https://getsongbpm.com/song/adam-s-apple/gLPw7G,122.0,4/4,A,4d,54.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,Adam's Apple
24,v2Po8,Angel,https://getsongbpm.com/song/angel/v2Po8,171.0,4/4,D♯,10d,26.0,30.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Permanent Vacation,https://getsongbpm.com/album/permanent-vacation/A9l1,1987.0,Aerosmith,Angel
25,wrAg1,Back in the Saddle,https://getsongbpm.com/song/back-in-the-saddle/wrAg1,123.0,4/4,C♯,8d,43.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Rocks,https://getsongbpm.com/album/rocks/qxjRG,1976.0,Aerosmith,Back in the Saddle
26,kZPA6N,Big Ten Inch Record,https://getsongbpm.com/song/big-ten-inch-record/kZPA6N,172.0,4/4,Am,1m,44.0,46.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,Big Ten Inch Record
27,39qzR,Bright Light Fright,https://getsongbpm.com/song/bright-light-fright/39qzR,148.0,4/4,E,5d,47.0,10.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Draw the Line,https://getsongbpm.com/album/draw-the-line/2k7mv,1977.0,Aerosmith,Bright Light Fright
28,,,,,,,,,,,,,,,,,,,Aerosmith,Chip Away the Stone
29,,,,,,,,,,,,,,,,,,,Aerosmith,Come Together
30,rk3xK,Cryin',https://getsongbpm.com/song/cryin/rk3xK,52.0,3/4,A,4d,45.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Get a Grip,https://getsongbpm.com/album/get-a-grip/BgLP2,1993.0,Aerosmith,Cryin'
31,YMJ12,Draw the Line,https://getsongbpm.com/song/draw-the-line/YMJ12,144.0,4/4,A,4d,34.0,7.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Draw the Line,https://getsongbpm.com/album/draw-the-line/2k7mv,1977.0,Aerosmith,Draw the Line
32,OyPKN,Dream On,https://getsongbpm.com/song/dream-on/OyPKN,78.0,4/4,Fm,9m,31.0,39.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,https://getsongbpm.com/album/aerosmith/rn4K,1973.0,Aerosmith,Dream On
33,o2GQY,Dude (Looks Like a Lady),https://getsongbpm.com/song/dude-looks-like-a-lady/o2GQY,129.0,4/4,Em,2m,54.0,42.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Permanent Vacation,https://getsongbpm.com/album/permanent-vacation/A9l1,1987.0,Aerosmith,Dude (Looks Like a Lady)
34,73jnw,Full Circle,https://getsongbpm.com/song/full-circle/73jnw,134.0,3/4,D,3d,46.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Nine Lives,https://getsongbpm.com/album/nine-lives/GgmQ,1997.0,Aerosmith,Full Circle
35,qxKY7,Hangman Jury,https://getsongbpm.com/song/hangman-jury/qxKY7,95.0,4/4,G,2d,62.0,45.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Permanent Vacation,https://getsongbpm.com/album/permanent-vacation/A9l1,1987.0,Aerosmith,Hangman Jury
36,,,,,,,,,,,,,,,,,,,Aerosmith,I Don't Want to Miss a Thing
37,0RJv3,Water Song / Janie's Got a Gun,https://getsongbpm.com/song/water-song-janie-s-got-a-gun/0RJv3,115.0,4/4,F,12d,61.0,10.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Pump,https://getsongbpm.com/album/pump/nOM44,1989.0,Aerosmith,Janie's Got a Gun
38,g2GX3,Last Child,https://getsongbpm.com/song/last-child/g2GX3,84.0,4/4,G♯,9d,60.0,17.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Rocks,https://getsongbpm.com/album/rocks/qxjRG,1976.0,Aerosmith,Last Child
39,097Z7,Let the Music Do the Talking,https://getsongbpm.com/song/let-the-music-do-the-talking/097Z7,171.0,4/4,C,1d,39.0,2.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Done With Mirrors,https://getsongbpm.com/album/done-with-mirrors/QW6vZ,1985.0,Aerosmith,Let the Music Do the Talking
40,n53qE,Livin' on the Edge,https://getsongbpm.com/song/livin-on-the-edge/n53qE,83.0,4/4,D,3d,40.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Get a Grip,https://getsongbpm.com/album/get-a-grip/BgLP2,1993.0,Aerosmith,Livin' on the Edge
41,82RPW,Going Down / Love in an Elevator,https://getsongbpm.com/song/going-down-love-in-an-elevator/82RPW,93.0,4/4,E,5d,45.0,3.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Pump,https://getsongbpm.com/album/pump/nOM44,1989.0,Aerosmith,Love in an Elevator
42,Q06MY,Mama Kin,https://getsongbpm.com/song/mama-kin/Q06MY,152.0,4/4,E,5d,43.0,13.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,https://getsongbpm.com/album/aerosmith/rn4K,1973.0,Aerosmith,Mama Kin
43,VP7R1,Movin' Out,https://getsongbpm.com/song/movin-out/VP7R1,160.0,4/4,D,3d,46.0,23.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,https://getsongbpm.com/album/aerosmith/rn4K,1973.0,Aerosmith,Movin' Out
44,mQPD79,No More No More,https://getsongbpm.com/song/no-more-no-more/mQPD79,136.0,4/4,B,6d,45.0,2.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,No More No More
45,kRywx,Pink,https://getsongbpm.com/song/pink/kRywx,86.0,4/4,C,1d,44.0,2.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Nine Lives,https://getsongbpm.com/album/nine-lives/GgmQ,1997.0,Aerosmith,Pink
46,mZDQR,Rag Doll,https://getsongbpm.com/song/rag-doll/mZDQR,92.0,4/4,E,5d,58.0,57.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Permanent Vacation,https://getsongbpm.com/album/permanent-vacation/A9l1,1987.0,Aerosmith,Rag Doll
47,j8kJl,Rats in the Cellar,https://getsongbpm.com/song/rats-in-the-cellar/j8kJl,112.0,4/4,C♯m,5m,34.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Rocks,https://getsongbpm.com/album/rocks/qxjRG,1976.0,Aerosmith,Rats in the Cellar
48,8qZKl,Remember (Walking in the Sand),https://getsongbpm.com/song/remember-walking-in-the-sand/8qZKl,201.0,3/4,Cm,10m,24.0,29.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Night in the Ruts,https://getsongbpm.com/album/night-in-the-ruts/Vkm9,1979.0,Aerosmith,Remember (Walking in the Sand)
49,oQvAGK,Same Old Song and Dance,https://getsongbpm.com/song/same-old-song-and-dance/oQvAGK,136.0,4/4,A,4d,57.0,7.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Get Your Wings,https://getsongbpm.com/album/get-your-wings/qm4G,1974.0,Aerosmith,Same Old Song and Dance
50,xvVoRr,Seasons of Wither,https://getsongbpm.com/song/seasons-of-wither/xvVoRr,100.0,4/4,G,2d,36.0,6.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Get Your Wings,https://getsongbpm.com/album/get-your-wings/qm4G,1974.0,Aerosmith,Seasons of Wither
51,,,,,,,,,,,,,,,,,,,Aerosmith,Stop Messin' Round
52,l5PB8g,Sweet Emotion,https://getsongbpm.com/song/sweet-emotion/l5PB8g,99.0,4/4,A,4d,38.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,Sweet Emotion
53,yPVr6,The Movie,https://getsongbpm.com/song/the-movie/yPVr6,168.0,4/4,A,4d,32.0,11.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Permanent Vacation,https://getsongbpm.com/album/permanent-vacation/A9l1,1987.0,Aerosmith,The Movie
54,gJl1D,Dulcimer Stomp / The Other Side,https://getsongbpm.com/song/dulcimer-stomp-the-other-side/gJl1D,126.0,4/4,Em,2m,34.0,18.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Pump,https://getsongbpm.com/album/pump/nOM44,1989.0,Aerosmith,The Other Side
55,,,,,,,,,,,,,,,,,,,Aerosmith,The Train Kept A-Rollin'
56,9Qmk3B,Toys in the Attic,https://getsongbpm.com/song/toys-in-the-attic/9Qmk3B,99.0,4/4,Em,2m,22.0,1.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,Toys in the Attic
57,jqPzAP,Walk This Way,https://getsongbpm.com/song/walk-this-way/jqPzAP,108.0,4/4,F,12d,66.0,2.0,4Wg,Aerosmith,https://getsongbpm.com/artist/aerosmith/4Wg,"['heavy metal', 'rock']",US,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Toys in the Attic,https://getsongbpm.com/album/toys-in-the-attic/p62Q,1975.0,Aerosmith,Walk This Way
58,,,,,,,,,,,,,,,,,,,Aerosmith,Walking the Dog
59,jRNQNl,505,https://getsongbpm.com/song/505/jRNQNl,144.0,4/4,C,1d,52.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Favourite Worst Nightmare,https://getsongbpm.com/album/favourite-worst-nightmare/R1jXz,2007.0,Arctic Monkeys,505
60,BNojvk,Arabella,https://getsongbpm.com/song/arabella/BNojvk,89.0,4/4,D,3d,58.0,3.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,AM,https://getsongbpm.com/album/am/JXDnK,2013.0,Arctic Monkeys,Arabella
61,,,,,,,,,,,,,,,,,,,Arctic Monkeys,Big Ideas
62,,,,,,,,,,,,,,,,,,,Arctic Monkeys,Body Paint
63,1wP1PP,Brianstorm,https://getsongbpm.com/song/brianstorm/1wP1PP,165.0,4/4,C♯,8d,43.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Favourite Worst Nightmare,https://getsongbpm.com/album/favourite-worst-nightmare/R1jXz,2007.0,Arctic Monkeys,Brianstorm
64,N9wx0z,Cornerstone,https://getsongbpm.com/song/cornerstone/N9wx0z,84.0,4/4,A,4d,29.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Humbug,https://getsongbpm.com/album/humbug/nYL2l,2009.0,Arctic Monkeys,Cornerstone
65,G5mZ80,Crying Lightning,https://getsongbpm.com/song/crying-lightning/G5mZ80,106.0,4/4,Em,2m,50.0,2.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Humbug,https://getsongbpm.com/album/humbug/nYL2l,2009.0,Arctic Monkeys,Crying Lightning
66,yolxzE,Do I Wanna Know?,https://getsongbpm.com/song/do-i-wanna-knowquestion/yolxzE,86.0,4/4,Gm,11m,55.0,19.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,AM,https://getsongbpm.com/album/am/JXDnK,2013.0,Arctic Monkeys,Do I Wanna Know?
67,vo0pqn,Don't Sit Down 'cause I've Moved Your Chair,https://getsongbpm.com/song/don-t-sit-down-cause-i-ve-moved-your-chair/vo0pqn,119.0,4/4,A,4d,44.0,2.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Suck It and See,https://getsongbpm.com/album/suck-it-and-see/BQEEn,2011.0,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair
68,JyDr1J,Fireside,https://getsongbpm.com/song/fireside/JyDr1J,100.0,4/4,Am,1m,54.0,3.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,AM,https://getsongbpm.com/album/am/JXDnK,2013.0,Arctic Monkeys,Fireside
69,5yXnXv,Fluorescent Adolescent,https://getsongbpm.com/song/fluorescent-adolescent/5yXnXv,112.0,4/4,F♯m,4m,65.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Favourite Worst Nightmare,https://getsongbpm.com/album/favourite-worst-nightmare/R1jXz,2007.0,Arctic Monkeys,Fluorescent Adolescent
70,mqDgkn,Four Out Of Five,https://getsongbpm.com/song/four-out-of-five/mqDgkn,129.0,4/4,C,1d,61.0,7.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Tranquility Base Hotel + Casino,https://getsongbpm.com/album/tranquility-base-hotel-plus-casino/zEBPq,2018.0,Arctic Monkeys,Four Out of Five
71,wm39vR,From the Ritz to the Rubble,https://getsongbpm.com/song/from-the-ritz-to-the-rubble/wm39vR,192.0,4/4,Bm,3m,22.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,"Whatever People Say I Am, That's What I'm Not",https://getsongbpm.com/album/whatever-people-say-i-am-that-s-what-i-m-not/J8z6o,2006.0,Arctic Monkeys,From the Ritz to the Rubble
72,,,,,,,,,,,,,,,,,,,Arctic Monkeys,Hello You
73,jq3QNR,I Bet You Look Good on the Dancefloor,https://getsongbpm.com/song/i-bet-you-look-good-on-the-dancefloor/jq3QNR,204.0,4/4,F♯m,4m,54.0,1.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,"Whatever People Say I Am, That's What I'm Not",https://getsongbpm.com/album/whatever-people-say-i-am-that-s-what-i-m-not/J8z6o,2006.0,Arctic Monkeys,I Bet You Look Good on the Dancefloor
74,NLDyjD,I Wanna Be Yours,https://getsongbpm.com/song/i-wanna-be-yours/NLDyjD,68.0,4/4,Cm,10m,47.0,14.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,AM,https://getsongbpm.com/album/am/JXDnK,2013.0,Arctic Monkeys,I Wanna Be Yours
75,MwDxXO,Knee Socks,https://getsongbpm.com/song/knee-socks/MwDxXO,99.0,4/4,Bm,3m,67.0,13.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,AM,https://getsongbpm.com/album/am/JXDnK,2013.0,Arctic Monkeys,Knee Socks
76,qY3Rm2,Mardy Bum,https://getsongbpm.com/song/mardy-bum/qY3Rm2,112.0,4/4,D,3d,64.0,3.0,PZmz6,Arctic Monkeys,https://getsongbpm.com/artist/arctic-monkeys/PZmz6,['rock'],GB,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,"Whatever People Say I Am, That's What I'm Not",https://getsongbpm.com/album/whatever-people-say-i-am-that-s-what-i-m-not/J8z6o,2006.0,Arctic Monkeys,Mardy Bum
