,artist,title,mbid
992,Frank Sinatra,Fly Me to the Moon,ed344040-0337-47e6-bb33-5bc6d4c369f8
993,Frank Sinatra,For Once in My Life,387b1830-cbf8-440f-83ef-838d454a752d
994,Frank Sinatra,I Get a Kick Out of You,53ae077c-abce-44ee-9ba0-ed4adb845861
995,Frank Sinatra,I Guess I'll Hang My Tears Out to Dry,cbc5233d-432b-416e-9761-ff98826698da
996,Frank Sinatra,I've Got You Under My Skin,bcb8eec4-6570-4312-9fa4-1e8a7042fa8a
997,Frank Sinatra,I've Got a Crush on You,c38fc0b1-7985-41d1-b3aa-798f053b7c21
998,Frank Sinatra,I've Got the World on a String,34cb5d30-1b5a-4821-a5f1-78b0f77682ed
999,Frank Sinatra,Luck Be a Lady,0d2d0c75-5e62-4c26-8bd5-52308c66cc95
1000,Frank Sinatra,Moonlight in Vermont,383342f8-4dae-4a61-a714-0b2036666889
1001,Frank Sinatra,My Funny Valentine,e8994aa1-2ca6-4e44-b1cd-3c49820b337c
1002,Frank Sinatra,My Kind of Town,06b28bfa-a0b5-43ae-bda4-3b6e3ff3999e
1003,Frank Sinatra,My Way,6da8b145-f17f-49d7-b39a-5acb02a9cd66
1004,Frank Sinatra,One for My Baby (And One More for the Road),8763569b-51de-4064-bdc6-377660e9e03b
1005,Frank Sinatra,Strangers in the Night,220337e9-f026-44ca-a2e6-f7809b135dfe
1006,Frank Sinatra,Summer Wind,4af09a62-09d3-4fec-aa10-ffadd39ec688
1007,Frank Sinatra,The Best Is Yet to Come,a277ac39-b71c-4c03-bead-0b42a963a844
1008,Frank Sinatra,The Lady Is a Tramp,3ee5ca0b-d899-40c0-8179-36f0a67be163
1009,Frank Sinatra,"Theme From New York, New York",4ce881c2-7e90-4dd6-8d52-9e9cb7055206
1010,Frank Sinatra,What Now My Love,290d95c1-0d68-480a-9a4d-1c7fe7fc78c5
1011,Frank Sinatra,Where or When,68234f47-7d17-4f85-98d3-cedfd25634b3
1012,Frank Sinatra,Witchcraft,61028a03-396d-4cb8-ab4a-00b0ce59d087
1013,Frank Sinatra,You Make Me Feel So Young,ffca9850-5958-4743-8716-96f828d41743
1014,Garbage,#1 Crush,f6815e32-a1f0-4c7e-a1e2-84d5f1f472a2
1015,Garbage,Bleed Like Me,9b5d975f-d09a-4175-992b-cd45d2d0d6de
1016,Garbage,Blood for Poppies,bef29fbd-547b-4568-81cc-121222885801
1017,Garbage,Cherry Lips (Go Baby Go!),d69d3eb7-6666-43ac-9593-25836e4a65a4
1018,Garbage,Cities in Dust,5eaedfe8-f1ca-43c3-a3be-cff1a991d311
1019,Garbage,Cup of Coffee,c7224655-a30a-4d97-a210-cd0218fc1db2
1020,Garbage,Empty,b8dca427-05fc-4755-9b26-4ea21698a2a3
1021,Garbage,Fix Me Now,2ca93c23-26ec-434c-be2c-16a6ed88077b
1022,Garbage,Godhead,80dd44a7-439b-4417-b0c8-5cf5b780aaac
1023,Garbage,Hammering in My Head,5031da2b-410c-4420-b2be-2ab50c962173
1024,Garbage,Happy Home,2995712d-5252-4f79-9da9-e308719fc889
1025,Garbage,I Think I'm Paranoid,7b3701ff-814a-45ad-b140-3bbf61acb853
1026,Garbage,Metal Heart,04861a75-c93d-426e-87b9-0d69d76f29cd
1027,Garbage,Milk,727a4a9b-70c9-44e9-8dcc-ad8e4f9d007e
1028,Garbage,No Gods No Masters,640638d8-dc72-4744-801b-f3a7b7fa031e
1029,Garbage,No Horses,e6f121c5-ec90-494a-a385-8a317facf7fd
1030,Garbage,Only Happy When It Rains,5040d536-ad7d-4af0-b5e4-18fd2bda2c79
1031,Garbage,Push It,871f38c3-357a-467c-91ac-f0f3aa9db1f7
1032,Garbage,Queer,63d9e22a-6053-491d-bbd7-da9707b8bbe0
1033,Garbage,Run Baby Run,b34228ee-76ec-4f43-919e-bc5023f1f991
1034,Garbage,Sex Is Not the Enemy,ac125735-7531-47c9-bff4-fdb0495cd955
1035,Garbage,Special,fd8f20ed-1b0b-41db-8893-33ad7d8533f4
1036,Garbage,Stupid Girl,a1ed89e5-98a4-496f-acfe-7325f7f8291c
1037,Garbage,The Creeps,042e2ae1-05c2-4504-a965-88ef10b13cca
1038,Garbage,The Men Who Rule the World,ea5c17fd-0699-44e3-8a45-05bd9b15ca08
1039,Garbage,The Trick Is to Keep Breathing,d36a5a3b-ecb1-4b3f-967f-578a0325820b
1040,Garbage,Trip My Wire,61aa0f25-4b3f-4509-bde6-e0871f155d94
1041,Garbage,Vow,f1f88b8a-82a9-4010-bfdb-30b59fe88fc2
1042,Garbage,When I Grow Up,86730f43-fff7-4f33-a375-6db2b9812ebc
1043,Garbage,Why Do You Love Me,120e8ce7-9bce-4265-a40c-4879589a3b49
1044,Garbage,Wicked Ways,35c7a8b5-af1e-4042-a196-e4ed2ffb02f3
1045,Garbage,Wolves,3be552fd-3570-4b37-a04f-11361ac7eeba
1046,Garbage,You Look So Fine,08cb497f-55fc-4b18-b108-7ed802a62ee0
1047,Ghost,Absolution,6fcf932e-f8cb-4046-a983-a29b99ad6f3a
1048,Ghost,Call Me Little Sunshine,da5e87e8-98ef-4a23-be8e-c7733b16fead
1049,Ghost,Cirice,567e824e-1f0b-4db2-ae65-943bff182f55
1050,Ghost,Con Clavi Con Dio,08e81d1c-ad38-436d-811e-2e9a22b5dfe9
1051,Ghost,Dance Macabre,42888f12-2f06-42fe-816e-42aac63d1788
1052,Ghost,Dominion,e5af1df1-2ad9-40af-8087-84c0cb9648ac
1053,Ghost,Faith,24563d04-4e78-412a-bfb2-1ee026bf20fb
1054,Ghost,From the Pinnacle to the Pit,95e641ef-1749-4b42-959d-721eb5b40a84
1055,Ghost,He Is,3ea4c1ff-41e2-4ab5-b232-100d5ebc6933
1056,Ghost,If You Have Ghosts,70b1e036-5a4e-43f8-a7e6-26b0fd9c662a
1057,Ghost,Imperium,e1e907cb-1a36-44a8-b811-6cdfe8b9f084
1058,Ghost,Kaisarion,6ab2600a-f4b4-457c-8b75-18b7f8e2e0b0
1059,Ghost,Kiss the Go-Goat,ae0517e9-41b6-4c0b-8035-e8c83010fc0c
1060,Ghost,Mary on a Cross,c67845df-c1c1-432b-9dd9-5a24eced84d4
1061,Ghost,Miasma,cfd57729-0b0d-4fae-bb1f-6d4f817e327e
1062,Ghost,Mummy Dust,24e8a690-68da-483a-a7c5-c623e3a1cd65
1063,Ghost,Rats,5bba501e-b689-45d5-9f09-a6f14f8b9104
1064,Ghost,Respite on the Spitalfields,9c8d6a5f-caf6-4a8e-9f52-a1bc3546f0b4
1065,Ghost,Ritual,d36e8671-4ab9-460c-8545-8c1a811c0d7d
1066,Ghost,Spillways,8f8cde0e-69ad-4c5c-af2f-77fd077c2ba8
1067,Ghost,Spöksonat,52e04ef5-e960-4480-b411-e2e870b690d5
1068,Ghost,Square Hammer,dc8ecac2-32d1-4390-93dc-11ede6117b36
1069,Ghost,Twenties,54296262-b9ad-48ec-b795-36148031bb4f
1070,Ghost,Watcher in the Sky,0ba77998-a97c-42f5-bc17-7dfaef6ebc66
1071,Ghost,Year Zero,3ebdb0eb-58c8-440d-b0c3-c0a89c545cde
1072,Grateful Dead,Alabama Getaway,912eb79f-44f9-488f-94b5-9ef22a5f7423
1073,Grateful Dead,All Along the Watchtower,a4f579de-9220-455a-ad5e-e2e675292d2b
1074,Grateful Dead,Alligator,1983015e-c5d0-410a-a999-82adcadadaf9
1075,Grateful Dead,Althea,dd9e7624-6634-4b64-a894-9e6f9b392baf
1076,Grateful Dead,Around and Around,52b2a58f-ae7a-4431-91d6-465932d74304
1077,Grateful Dead,Attics of My Life,5472163b-c4ee-4e0e-82b5-36a2b112564f
1078,Grateful Dead,Bertha,d0838ade-b90d-4f28-a139-3e1f90a227c2
1079,Grateful Dead,Big Boss Man,ac89963b-5ac7-4dd7-92e0-1988ddb86261
1080,Grateful Dead,Big Railroad Blues,dce9c4b4-2a7d-43a1-a013-432d24e0b736
1081,Grateful Dead,Big River,26c1876b-0045-4773-92c5-35251d14dd35
1082,Grateful Dead,Bird Song,ae21eff0-769f-48cb-bb41-ef698cd52e2e
1083,Grateful Dead,Black Muddy River,5424d097-b4ca-4acf-82c8-c27da2ef4bb1
1084,Grateful Dead,Black Peter,5ea2dad5-db24-4436-85a8-e9dcb82d4c53
1085,Grateful Dead,Black-Throated Wind,4a89fb14-01b6-454d-8929-736e38c84dbd
1086,Grateful Dead,Born Cross-Eyed,7541e2dc-68a4-4d4d-adec-a0f380b39915
1087,Grateful Dead,Box of Rain,4e7e217e-6a8d-422a-be7a-e890160c8500
1088,Grateful Dead,Brokedown Palace,b7b609f5-9d0f-4545-8a51-bfef24333390
1089,Grateful Dead,Broken Arrow,3a910f69-d0af-4d79-9bee-47b06b3cccf8
1090,Grateful Dead,Brown-Eyed Women,b65a8dea-8b1f-4f19-af9c-1837b4d186cb
1091,Grateful Dead,Built to Last,9ec1cca0-5d88-4435-ac3b-b61155211c98
1092,Grateful Dead,Candyman,1c187b81-9cc4-44ff-8055-4edb324fc2d4
1093,Grateful Dead,Casey Jones,d228ab50-c36a-4b8c-bd1c-ffa1efdf37df
1094,Grateful Dead,Cassidy,d7d3e981-971d-4615-8b16-27c25614979e
1095,Grateful Dead,China Cat Sunflower,45592d9e-32fa-4a07-976e-9c9f69df8afd
1096,Grateful Dead,Cold Rain and Snow,32114f79-dfe3-4e2f-b0d0-dc1fd9f03d63
1097,Grateful Dead,Corrina,4eaaf12e-523b-4bc5-aeac-2d874e4e71c7
1098,Grateful Dead,Crazy Fingers,f888c081-7b01-45b4-9c44-7ef61097f508
1099,Grateful Dead,Cream Puff War,d9b12352-1e9d-4969-a1bd-7ffe958123f4
1100,Grateful Dead,Cryptical Envelopment,83116ead-9f7d-45a4-8580-f6de24d69f25
1101,Grateful Dead,Cumberland Blues,3e9cc30a-3005-40c2-91e4-327924479fa5
1102,Grateful Dead,Dark Star,eeb0df10-171d-4fe1-ae11-37dc8b24551d
1103,Grateful Dead,Days Between,c1f743e1-1243-4b43-875e-a3c188e53362
1104,Grateful Dead,Deal,1801cf5f-dacf-4947-8e9e-f110e081a5bb
1105,Grateful Dead,Desolation Row,c00701f4-39f8-4a0b-9731-69c378ee10c5
1106,Grateful Dead,Dire Wolf,7a425da1-0c2f-4be8-b9f5-f5ae224e4e88
1107,Grateful Dead,Don't Ease Me In,eb5ec8b5-970b-4996-9691-b8e04f3bed51
1108,Grateful Dead,Drums,c732b66d-441c-492c-9143-b73f5effd22a
1109,Grateful Dead,Easy Answers,17344a16-c0f8-4b5a-b534-dc75f096c659
1110,Grateful Dead,El Paso,d1de985c-ddca-41ef-b052-c8fe99866311
1111,Grateful Dead,Estimated Prophet,33ca5e9f-038d-4080-bc63-88f7e4d80520
1112,Grateful Dead,Eternity,d4ab15e2-f28f-4807-9fd1-89f13621855c
1113,Grateful Dead,Eyes of the World,8b0043f6-31b8-40f6-84c5-402595864e46
1114,Grateful Dead,Feel Like a Stranger,e9774a54-d6cf-4cac-b8f5-21345e278510
1115,Grateful Dead,Fire on the Mountain,54a6432d-8453-43d5-ae14-a6740bc48704
1116,Grateful Dead,Foolish Heart,de291a94-58c3-44ab-ba56-2933a7695d70
1117,Grateful Dead,Franklin's Tower,a8a9aacf-ee34-4495-9fba-e440111e74e6
1118,Grateful Dead,Friend of the Devil,dc3789a2-7f9b-4fe2-b563-297f8887d293
1119,Grateful Dead,Gloria,561afe76-49a1-4f83-8161-28e108f489e9
1120,Grateful Dead,Going Down the Road Feeling Bad,39ec5e6d-4e58-4710-9292-8794c8e81fd2
1121,Grateful Dead,Good Lovin',dcc53581-df41-45cb-83e5-1f75c64543f9
1122,Grateful Dead,Greatest Story Ever Told,f719aa23-9d3d-494c-a489-7b4997face8e
1123,Grateful Dead,He's Gone,a919512b-9790-48b4-ac4c-249d01dc933b
1124,Grateful Dead,Hell in a Bucket,0067f435-9d23-45f1-8792-746486a701c2
1125,Grateful Dead,Help on the Way,81ac3eb2-2f21-46e7-ab21-8e48fa5d7925
1126,Grateful Dead,Here Comes Sunshine,0a3846b1-2c25-41c1-9a86-a6a0805bdf72
1127,Grateful Dead,I Fought the Law,9bfc2969-1c27-4ed8-adad-9606ed31e263
1128,Grateful Dead,I Know You Rider,c2bd255f-d5fc-4b25-a1f6-e37f244eb794
1129,Grateful Dead,I Need a Miracle,bd36b408-c0eb-4ba2-95d8-08311b356aa6
1130,Grateful Dead,Iko Iko,347181cd-1385-4675-8cd0-5dfb4ac4adba
1131,Grateful Dead,It Must Have Been the Roses,7bd462c1-380d-417c-8e24-d3a76b6b3d86
1132,Grateful Dead,It's All Over Now,951fbfff-b3e2-4390-bfde-288f0910d4c8
1133,Grateful Dead,Jack Straw,e60d6a74-3a52-41a5-814e-678078b37d9c
1134,Grateful Dead,Jack-A-Roe,a1f1f84f-4f61-4606-a724-1fd00e27e923
1135,Grateful Dead,Jam,c3917fee-f60e-4e3e-ba6e-8b27923d2edf
1136,Grateful Dead,Just Like Tom Thumb's Blues,6c26c67c-fed6-47be-9f17-3afa4095e559
1137,Grateful Dead,Lazy River Road,46b4574a-3c5a-4b04-a3bc-365d2132adf1
1138,Grateful Dead,Let It Grow,5be71f40-19c3-45ae-95b7-7fdcf88c22f8
1139,Grateful Dead,Liberty,92331006-a008-429c-ad1b-7824857851f7
1140,Grateful Dead,Looks Like Rain,a40df52e-67f7-4ede-98d8-f5bd110ae415
1141,Grateful Dead,Loose Lucy,5824d574-48cb-4658-9fc1-a323b2fcac78
1142,Grateful Dead,Loser,155bdbae-14d3-40be-b2b9-92aeac0e9746
1143,Grateful Dead,Lost Sailor,b8701cb3-8611-4bb4-b25d-b20ca755a68c
1144,Grateful Dead,Lucy in the Sky With Diamonds,32199e3a-1d28-40be-8c70-e539c555ca09
1145,Grateful Dead,Mama Tried,ac6cb6f9-6dba-4ee8-82a2-2b8e6e688cc5
1146,Grateful Dead,"Man Smart, Woman Smarter",ff3e05ec-8e50-4dac-866a-de2843b9de4a
1147,Grateful Dead,Matilda,44026b48-0ee2-459d-b230-38b8f0cd2384
1148,Grateful Dead,Me and My Uncle,224433b3-8744-4ad3-97eb-63e910b1e6f3
1149,Grateful Dead,Mexicali Blues,3ee3f950-3f5a-41cb-b195-f385eb951ee7
1150,Grateful Dead,Minglewood Blues,814222c6-0576-467a-b9d6-a43686a22f45
1151,Grateful Dead,Mississippi Half-Step Uptown Toodeloo,86c70fbb-244c-4d2b-8650-b9099fecf944
1152,Grateful Dead,Morning Dew,024c917c-882f-490c-a251-117558ef46bd
1153,Grateful Dead,Mountains of the Moon,32d5c975-7fd1-4bd6-bdb7-0c5256584752
1154,Grateful Dead,New Potato Caboose,1a5e1c28-ccea-49c6-8e5e-6d391b6c2826
1155,Grateful Dead,New Speedway Boogie,f04ff853-066f-4403-b987-817a3a0e8048
1156,Grateful Dead,Not Fade Away,0ef50876-33b2-4a23-9e16-fe5e1fe4b6b3
1157,Grateful Dead,One More Saturday Night,2a51df02-59dd-40a6-b239-5f14e093964d
1158,Grateful Dead,Passenger,76e55f2b-cbde-4ec8-b568-8d50ea183cd4
1159,Grateful Dead,Peggy-O,386744db-ef18-4782-9b75-43381ab46d7b
1160,Grateful Dead,Picasso Moon,177b16c1-cff1-4440-b057-45534fda0cd3
1161,Grateful Dead,Playing in the Band,58b760c4-6402-4fde-a8c7-8b71e7f77e07
1162,Grateful Dead,Promised Land,dff2579d-59ae-4eb1-993a-1c9de40a3560
1163,Grateful Dead,Queen Jane Approximately,b5fa29e2-c3fa-46c7-8ce1-6aa297375651
1164,Grateful Dead,Quinn the Eskimo (The Mighty Quinn),365371cd-f720-4a2a-a1af-b6da55e0fce0
1165,Grateful Dead,Rain,d1576367-78d7-462c-a7ff-4abc4bcba654
1166,Grateful Dead,Ramble On Rose,c167589e-baa4-4b5b-84a6-684b9615020c
1167,Grateful Dead,Ripple,6920ba13-633b-48a9-8325-93e49e7dd12e
1168,Grateful Dead,Row Jimmy,17c2cf6b-1997-40e9-9e05-90503b93146c
1169,Grateful Dead,Saint of Circumstance,18a498d5-deb0-4333-8865-487e224e3e93
1170,Grateful Dead,Samba in the Rain,587e66fd-4543-4e53-9e89-036d9a695553
1171,Grateful Dead,Samson and Delilah,f322c3c5-16b3-4c30-9f82-70061b98c3e5
1172,Grateful Dead,Scarlet Begonias,d575a854-bc64-4934-9299-40502bb956f8
1173,Grateful Dead,Shakedown Street,84c3a375-532a-45c1-89d0-631c0c246b0b
1174,Grateful Dead,Ship of Fools,8807eb5c-fafc-4494-afd4-5ccf365d1ec0
1175,Grateful Dead,Slipknot!,86400bf8-4437-46bd-97ef-b8cca583e7c2
1176,Grateful Dead,So Many Roads,754b1451-3899-4fe3-8058-bbab5c531e53
1177,Grateful Dead,Space,1fcb1137-f446-4f52-9e5c-fbf26d374597
1178,Grateful Dead,Spanish Jam,e44c6c88-69a1-47b3-a931-221f1f5c824c
1179,Grateful Dead,St. Stephen,f6842868-5bbd-460a-b584-9816744896ef
1180,Grateful Dead,Stagger Lee,e992486b-ae05-4e4f-90e4-da80fa6f4004
1181,Grateful Dead,Standing on the Moon,26e6ef83-491a-497c-aebf-82f523d7197f
1182,Grateful Dead,Stella Blue,16c90f8b-6b7e-4df2-bde7-68fc520f3644
1183,Grateful Dead,Sugar Magnolia,ecc8683e-9841-48aa-ae6c-6caab69a811c
1184,Grateful Dead,Sugaree,cc7c608f-0fc2-4920-a304-17dc19e1c1f2
1185,Grateful Dead,Take Me to the River,fa7bfc8c-a9fe-4a86-82c6-793eb3b8c833
1186,Grateful Dead,Tennessee Jed,dfdcc186-07a3-48e5-a315-38a1b08149e2
1187,Grateful Dead,Terrapin Station,b3d239bc-e58a-4aed-ad0e-b02d65dfa81e
1188,Grateful Dead,That Would Be Something,8c7d5c7f-3b7f-46c9-907d-5bdb9b1afb76
1189,Grateful Dead,The Eleven,da0c0f6a-4ace-45ca-83bd-45fceb377557
1190,Grateful Dead,The Golden Road (to Unlimited Devotion),248bd50e-28b9-4b7b-a25e-4d34ba3cafea
1191,Grateful Dead,The Last Time,fd6addc9-dec8-49e5-853a-b040215efd07
1192,Grateful Dead,The Music Never Stopped,e399aa43-2809-4cf7-a227-30df7ddf71fe
1193,Grateful Dead,The Other One,0e7fc3d2-70f9-4446-acb9-190fe3d40809
1194,Grateful Dead,The Same Thing,b829612c-8771-402a-b2e6-32468179c16d
1195,Grateful Dead,The Wheel,c7d3e021-37be-42b5-941c-3fc9e508d4c7
1196,Grateful Dead,Throwing Stones,3a11a1e3-0658-470b-9e43-ceee1faff1d6
1197,Grateful Dead,Touch of Grey,74ab41f3-63bc-43d5-8164-d2f10bed4581
1198,Grateful Dead,Truckin',6d52ff04-6ddf-484c-aeea-1d5802e1d9e7
1199,Grateful Dead,Turn On Your Love Light,fa893073-d307-4b8f-981b-732e50366421
1200,Grateful Dead,U.S. Blues,3b28b03a-6704-48f0-a759-94ab4492d57a
1201,Grateful Dead,Unbroken Chain,a57260b1-8bf6-4433-8812-2ffea78814bf
1202,Grateful Dead,Uncle John's Band,b3e5fce0-7d77-421c-bdf1-c210283e3528
1203,Grateful Dead,Victim or the Crime,6d3234d2-8f7d-4cfa-b144-af68a32f3ed4
1204,Grateful Dead,Viola Lee Blues,9c569e83-8866-487a-87da-462cd896b18e
1205,Grateful Dead,Visions of Johanna,a261cd3a-9aa7-495f-b0cf-00280aca6624
1206,Grateful Dead,Walkin' Blues,4df0acbe-3b77-4263-a7ba-630cd805dc5f
1207,Grateful Dead,Wang Dang Doodle,bd5a3c33-562d-485a-a897-9ab7f560dab8
1208,Grateful Dead,Way to Go Home,c185a5ac-08c8-49c6-b130-b3dc901dc487
1209,Grateful Dead,West L.A. Fadeaway,e5091168-3786-466f-9f8c-0c7e98178368
1210,Grateful Dead,Wharf Rat,7631b8f5-29f6-4127-8b79-6cc69f06459b
1211,Grateful Dead,When I Paint My Masterpiece,801d32b5-73d1-473d-9120-7cf8249cea09
1212,Green Day,1981,59d68b8e-60c6-4c8c-8efc-27da6347a4df
1213,Green Day,2000 Light Years Away,06a44551-104f-417f-8534-42fd74706559
1214,Green Day,21 Guns,1c98f48c-b617-489c-adb6-31aae5038636
1215,Green Day,All by Myself,56cdb2db-a09e-44fd-9ee8-2eebbf81b23c
1216,Green Day,American Idiot,4d2ad627-591f-43ea-a653-686038d17d4e
1217,Green Day,Are We the Waiting,332f1000-6387-404f-afb7-037a2b59a9e3
1218,Green Day,Basket Case,1c398e28-a63d-4c25-813b-ef9a96aadacb
1219,Green Day,Blitzkrieg Bop,c66cf467-51ec-40fb-8f0d-caea1c11247d
1220,Green Day,Bobby Sox,0d481f85-ed09-4c10-91b4-4fb5b7d20a6b
1221,Green Day,Boulevard of Broken Dreams,5cc1db82-ac3f-4cf5-a5e4-3a7f0418afd8
1222,Green Day,Brain Stew,74f6d3d7-4ff0-4076-895e-ed1867e344da
1223,Green Day,Burnout,abbf5c72-081d-41ea-a110-4f1e366b6f79
1224,Green Day,Chump,656f68c4-40d2-4919-aa9f-5457d6afa6b9
1225,Green Day,Coma City,d7640057-c6fc-4292-9537-931f8286dbb2
1226,Green Day,Coming Clean,ff6a854d-d2c3-469d-b60a-7b982f66cb9c
1227,Green Day,Dilemma,38a40473-666a-483d-a00b-91555c2c363c
1228,Green Day,Emenius Sleepus,c3b0c2ea-da04-46b3-b3c6-76d99c6c4ff5
1229,Green Day,Extraordinary Girl,dfe6dd93-de4d-4259-b0a2-ca9580d60d50
1230,Green Day,F.O.D.,2719a450-9a0b-4240-bd62-edf3c108bc5b
1231,Green Day,Forever Now,e5d7ef5d-64a6-4d15-a62a-698e4ad17ce5
1232,Green Day,Give Me Novacaine,3f178c54-1cd7-4617-8a62-f9d86f499eaa
1233,Green Day,Going to Pasalacqua,1ae03fb8-6f0c-4ceb-b87f-0c7247a527e5
1234,Green Day,Good Riddance (Time of Your Life),0e6eecce-de57-4e8e-9e1a-1a06d9e33454
1235,Green Day,Having a Blast,7db979b3-dcde-4a9e-87b6-e0b09268be03
1236,Green Day,Hitchin' a Ride,749e7c86-0382-41c2-96ff-a4c0c2dcbc9e
1237,Green Day,Holiday,80549cae-482b-4e25-8f86-b41f47ef9782
1238,Green Day,Homecoming,7c16fa2e-683c-4f3e-924c-9bb15576c5fd
1239,Green Day,In the End,d59ce81e-6c41-4836-929d-e2983ac644e9
1240,Green Day,Jaded,97320de1-94f4-4d97-b570-67ef5b060895
1241,Green Day,Jesus of Suburbia,e45655b4-0427-4d77-af87-8bf15897ca94
1242,Green Day,Know Your Enemy,fc214777-c420-4c7c-85e7-791122e09ebf
1243,Green Day,Last Night on Earth,113a37f1-8a33-44a5-90ec-4f06b3d8ed19
1244,Green Day,Letterbomb,a0744d9f-d2e7-4e63-aae3-0ff234c9ff3b
1245,Green Day,Longview,eb41cc2d-2321-4502-831f-ffded0f2eae1
1246,Green Day,"Look Ma, No Brains!",e9e8335b-f6e1-469b-b29b-bb1f948594f0
1247,Green Day,Minority,d23b72e0-bc31-47c8-a40a-1bfa379dd2ad
1248,Green Day,One Eyed Bastard,753f2e82-cf3a-428a-a7fe-2da4c9e5991f
1249,Green Day,One of My Lies,fc8238db-66d1-4820-81f2-47e088afe148
1250,Green Day,Paper Lanterns,52a62131-5133-470c-b6ac-41556a6da718
1251,Green Day,Pulling Teeth,3883ced9-a428-4476-ae90-652acf2360d9
1252,Green Day,Revolution Radio,1b4b76fd-d786-46c4-b24d-72afabbebc2e
1253,Green Day,Sassafras Roots,ff579c58-b702-428b-a8b1-7dfcd9597e1c
1254,Green Day,Scattered,0126fc67-519b-4b01-82e4-12799f666834
1255,Green Day,She,5986dcc2-a4fb-4e72-bf11-24c628a38c08
1256,Green Day,She's a Rebel,9ea8a61f-c693-42f6-8042-a632a2ec8386
1257,Green Day,St. Jimmy,edefed39-8601-4a3e-a3c7-736447446557
1258,Green Day,Still Breathing,2053d84a-96de-42f8-81f9-68e49be2c26f
1259,Green Day,Strange Days Are Here to Stay,c7c687c5-d521-4767-8f0a-2c9d5e09e3fc
1260,Green Day,The American Dream Is Killing Me,5e2bf993-41bb-4b0e-96f7-9e3283018aa9
1261,Green Day,Wake Me Up When September Ends,a23f107f-36cd-4a4c-b8d5-6dd73b9148c7
1262,Green Day,Welcome to Paradise,fbfcb88f-d307-4c85-bd2b-45e1184d58ae
1263,Green Day,Whatsername,badc7d8d-0de0-4379-b0e9-a8c91b92d1ef
1264,Green Day,When I Come Around,c1d188e5-e9b1-4b7d-bf2f-1d757db45384
1265,Green Day,Who Wrote Holden Caulfield?,878c2370-c2ec-4eb7-a1c3-1b393b7ce517
1266,Heart,Barracuda,a2cb1412-3050-4627-8a82-e3e1a2e2007d
1267,Heart,Bebe Le Strange,f0af10f1-7d83-4246-861d-571f5ceacdf4
1268,Heart,Crazy on You,6bbd8560-58e8-4ae0-a04f-5a675e477bd2
1269,Heart,Dog & Butterfly,bcb89050-705b-4bc3-9e9c-02360d5f3906
1270,Heart,Dreamboat Annie,46c68986-5c72-4f23-9a20-d959bd2699df
1271,Heart,Going to California,8503fe18-fcb8-4de6-a53e-4b1c732f1392
1272,Heart,Little Queen,0a0aae45-45e7-4f1f-a82c-c68ff81b9120
1273,Heart,Love Alive,a170bbe5-3e39-4749-9b4a-1dec466b5eca
1274,Heart,Magic Man,f3522cc5-7a41-4d3c-8d26-f386e3ed7282
1275,Heart,Mistral Wind,5b672246-f638-4fb8-8cb7-fa6078078746
1276,Heart,Never,e91ce103-eb58-4266-87eb-3bb4a56def6f
1277,Heart,Sand,a5afdcc6-d411-46b4-a60c-f5ff49ff9ff4
1278,Heart,Straight On,35cc3a18-6595-4f0f-a642-f5d420f34cce
1279,Heart,The Ocean,9753ad76-4a78-42e2-b9ad-87379b618296
1280,Heart,These Dreams,510e25c4-57ce-4f1e-bc62-358b910da8d6
1281,Heart,Treat Me Well,ae34ec39-b048-4ab2-871f-f4f535eaf861
1282,Helloween,Best Time,4c963938-d45f-495a-817f-609eab90cb1f
1283,Helloween,Dr. Stein,1426a5f1-eaf5-4ea3-80d1-8f947e9e1277
1284,Helloween,Drum Solo,efacc300-fb1b-4398-b889-ce7b85db71bc
1285,Helloween,Eagle Fly Free,03123492-f544-4279-9083-442fe534f036
1286,Helloween,Forever and One (Neverland),09ff7a95-481f-4dbc-86dd-c3892a0135fe
1287,Helloween,Future World,80d8b974-b2d1-4386-8f78-e05af5e1e9b4
1288,Helloween,Halloween,93402bae-304d-4d79-9ebf-68bc50c0824d
1289,Helloween,Heavy Metal (Is the Law),09aa3d48-c779-4b1d-8df2-84623f8d8b05
1290,Helloween,How Many Tears,93cfd823-9fb7-4799-b8dc-1796f300af27
1291,Helloween,I Want Out,97b551ff-bc48-4b00-83c2-45f77e27864a
1292,Helloween,I'm Alive,2caa7443-d9d4-43fe-b2ed-5ad9057d63c0
1293,Helloween,Invitation,6c60eec1-1fd8-42a5-b5a0-14325b9f65a4
1294,Helloween,Keeper of the Seven Keys,4eb1fa29-aba1-4644-a98d-2785d160098f
1295,Helloween,Mass Pollution,786feffd-a5ce-4128-955f-e644ae19decb
1296,Helloween,Orbit,758b6a05-c305-4640-b406-ba8195cb7f5c
1297,Helloween,Perfect Gentleman,ad587024-f2d0-4d35-84bf-812618370cb4
1298,Helloween,Power,e9009292-9b5f-4497-bfda-5315d969639d
1299,Helloween,Ride the Sky,ba144272-70bc-4002-b119-d7c808f77d91
1300,Helloween,Save Us,ed8095f4-ab34-41b3-95ba-1b557e42323d
1301,Helloween,Skyfall,c250f7db-de7a-47c2-b8d0-0b42fd84d965
1302,Helloween,Walls Of Jericho,0c4b1c34-aac8-4712-a497-6e60739a6de9
1303,Helloween,Walls of Jericho,0c4b1c34-aac8-4712-a497-6e60739a6de9
